Address,Crawl Depth,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Canonical Link Element 1,Size,Word Count,Text Ratio,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Response Time,Last Modified,Redirect URI,Redirect Type,URL Encoded Address
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INSTITUTES: 24 URLs (27 initially, 3 removed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/health-policy-and-management/institutes/,1,text/html;charset=UTF-8,200,OK,Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,105,874,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Institutes,10,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/institutes/index.html,49312,599,8.747059,258,223,29.46,143,114,47,29,2.442,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/,2,text/html;charset=UTF-8,200,OK,Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,122,987,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,"Fall Institute November 5th-30th, 2018",38,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/index.html,58032,806,9.9162445,56,35,4.62,166,122,50,30,1.856,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/about.html,3,text/html;charset=UTF-8,200,OK,History of Collaboration - Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,149,1190,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,About the Fall Institute,24,,0,History of Collaboration,24,Participating Institutions,26,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/about.html,52679,1281,16.770481,14,12,1.59,151,122,53,36,1.457,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/about.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/course-offerings.html,3,text/html;charset=UTF-8,200,OK,Course Offerings - Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,141,1139,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Course Offerings,16,,0,"Week One, November 5-9, 2018",28,"Week Two, November 12-16, 2018",30,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/course-offerings.html,68692,3590,35.622143,16,12,1.59,150,122,45,28,1.474,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/course-offerings.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/course-resources.html,3,text/html;charset=UTF-8,200,OK,Course Readings - Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,140,1142,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Course Resources,16,,0,Course Readings,15,Certificate of Participation,28,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/course-resources.html,49308,909,13.011114,14,12,1.59,151,123,45,28,1.267,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/course-resources.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/faculty-and-staff.html,3,text/html;charset=UTF-8,200,OK,Faculty - Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,132,1061,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Faculty & Staff,15,,0,Honorary Presidential Committee,31,Directors of the Program,24,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/faculty-and-staff.html,53132,1181,15.888678,20,12,1.59,150,122,45,28,1.292,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/faculty-and-staff.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/General%20Scholarship%20Application,4,text/html;charset=UTF-8,200,OK,General Scholarship Application,31,256,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,General Scholarship Application,31,,0,Who Should Apply,16,General Information,19,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/General%20Scholarship%20Application,92567,1276,9.681114,4,3,0.4,150,123,45,28,2.358,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/General%20Scholarship%20Application
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/housing-accommodations.html,3,text/html;charset=UTF-8,200,OK,Housing Accommodations - Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,147,1212,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Housing Accommodations,22,,0,Hopkins Fall Institute Area,27,,0,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/housing-accommodations.html,52466,1130,14.605071,14,12,1.59,150,122,55,37,2.03,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/housing-accommodations.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/part-time-mph-program.html,3,text/html;charset=UTF-8,200,OK,Part Time MPH Program - Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,146,1200,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Part-Time Master of Public Health Program,41,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/part-time-mph-program.html,48573,791,11.429101,14,12,1.59,151,123,46,29,1.366,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/part-time-mph-program.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/registration.html,3,text/html;charset=UTF-8,200,OK,Registration - Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,137,1099,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,"Registration, Tuition & Fees, and Institute Policies",52,,0,Registration,12,Tuition and Fees,16,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/registration.html,55786,1731,21.026497,20,12,1.59,152,123,48,31,1.396,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/registration.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/scholarships.html,3,text/html;charset=UTF-8,200,OK,Scholarships - Fall Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,137,1106,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Scholarships,12,,0,Universitat Pampeu Fabra Graduate Students,42,Employees of the Agència de Salut Pública de Barcelona,54,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/scholarships.html,52701,1411,18.351463,23,12,1.59,152,124,45,28,2.108,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/scholarships.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/UPF%20Scholarship%20Application,4,text/html;charset=UTF-8,200,OK,UPF Scholarship Application,27,228,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,UPF Scholarship Application,27,,0,Who Should Apply,16,General Information,19,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/UPF%20Scholarship%20Application,91066,1283,9.799872,3,2,0.26,151,124,45,28,2.87,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/fall-institute/UPF%20Scholarship%20Application
https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/,2,text/html;charset=UTF-8,200,OK,Summer Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,124,1026,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,"Summer Institute June 4 - 30, 2018",34,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/index.html,49827,691,9.905064,43,27,3.57,155,125,47,29,1.663,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/
https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/books-and-materials.html,3,text/html;charset=UTF-8,200,OK,Books and Materials - Summer Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,146,1205,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Books & Materials,17,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/books-and-materials.html,48323,699,10.203026,15,13,1.72,153,125,46,29,1.296,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/books-and-materials.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/cancellation-policy.html,3,text/html;charset=UTF-8,200,OK,Cancellation Policy - Summer Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,146,1194,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Cancellation Policy,19,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/cancellation-policy.html,47702,639,9.5895,15,13,1.72,153,125,45,28,1.408,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/cancellation-policy.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/course-offerings-and-schedule.html,3,text/html;charset=UTF-8,200,OK,Course Offerings and Schedule - Summer Institute - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,156,1293,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Course Offerings & Schedule,27,,0,Week One,8,Week Two,8,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/course-offerings-and-schedule.html,49168,706,10.184281,17,13,1.72,157,129,45,28,1.51,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/course-offerings-and-schedule.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-four.html,4,text/html;charset=UTF-8,200,OK,Week Four - Courses - Summer Institutes - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,147,1222,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Week Four,9,,0,"Strategic Planning, 312.621.11",30,"Human Factors in Patient Safety, 309.732.11",43,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-four.html,50121,962,13.60217,3,2,0.26,153,126,45,28,1.205,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-four.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-one.html,4,text/html;charset=UTF-8,200,OK,Week One - Courses - Summer Institutes - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,146,1219,"health policy,health policy and management,school of public health,social policy,health outcomes,injury research,bioethics,health finance,health economics,managed care,risk sciences, quality of care,health services,health promotion,prevention,aging",248,1448,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences, health policy,health policy and management,school of public health,social policy,health outcomes,injury research,bioethics,health finance,health economics,managed care,risk sciences, quality of care,health services,health promotion,prevention,aging",1374,Week One,8,,0,"Foundations of Organizational Leadership, 312.610.11",52,"Quantitative Tools for Managers, 312.604.11",43,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-one.html,51109,1047,14.198219,3,2,0.26,153,126,45,28,2.464,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-one.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-three.html,4,text/html;charset=UTF-8,200,OK,Week Three - Courses - Summer Institutes - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,148,1232,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Week Three,10,,0,"Negotiation in Health Care Settings, 312.670.11",47,"Leading  Organizations, 312.700.11",34,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-three.html,50628,1029,14.425964,3,2,0.26,153,126,45,28,1.109,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-three.html
https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-two.html,4,text/html;charset=UTF-8,200,OK,Week Two - Courses - Summer Institutes - Institutes - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,146,1219,"health policy,health policy and management,school of public health,social policy,health outcomes,injury research,bioethics,health finance,health economics,managed care,risk sciences, quality of care,health services,health promotion,prevention,aging",248,1448,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences, health policy,health policy and management,school of public health,social policy,health outcomes,injury research,bioethics,health finance,health economics,managed care,risk sciences, quality of care,health services,health promotion,prevention,aging",1374,Week Two,8,,0,"Fundamentals of Budgeting and Financial Management, 312.603.11",62,"Effective Writing for Public Health Change, 308.604.11",54,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-two.html,53599,1384,18.121256,3,2,0.26,153,126,45,28,2.476,,,,https://www.jhsph.edu/departments/health-policy-and-management/institutes/summer-institute/courses/week-two.html
